CID,BL,BR,FL,FR,CE,RO,AC,AE,X,Y,Lin,Lo,Mu,Bo,Vi,Inter,Intra,Na,F1,F2,F3,F4,F5,F1,F2,F3,F4,F5,Personality
C722,12,5,16,8,17,18,10,16,-2,-7,29,29,36,32,27,33,30,36,18,17,16,16,19,S,C,O,A,I,SCOAI
C723,8,7,16,9,15,15,15,26,11,0,26,32,31,31,31,32,29,26,18,17,17,19,22,S,C,O,A,N,SCOAN
C724,12,8,12,8,19,9,13,20,11,-6,27,34,30,32,23,27,25,33,21,22,21,19,21,R,L,U,A,N,RLUAN
C725,9,12,8,11,14,17,14,12,-5,0,35,35,34,31,34,37,35,34,24,22,23,18,21,R,L,U,A,N,RLUAN
C726,9,5,19,7,17,14,10,17,3,-7,33,37,31,32,33,38,37,33,22,22,17,16,21,R,L,O,A,N,RLOAN
C727,9,7,12,12,15,17,18,11,-6,3,29,33,34,27,23,27,28,29,22,21,21,17,21,R,L,U,A,N,RLUAN
C728,9,9,13,8,17,17,15,16,-1,-2,37,35,38,34,32,33,34,28,17,21,22,14,22,S,L,U,A,N,SLUAN
C729,9,12,12,7,15,14,23,10,-4,8,32,35,38,33,32,35,34,35,16,25,19,17,21,S,L,O,A,N,SLOAN
C73,12,14,14,12,17,17,13,16,-1,-4,23,42,36,52,56,48,22,21,25,27,18,17,21,R,L,O,A,N,RLOAN
C730,9,8,12,11,15,12,19,17,5,4,32,37,32,29,30,34,30,37,19,18,21,22,18,S,C,U,E,I,SCUEI
C731,8,9,13,9,20,9,16,18,9,-4,32,26,23,28,21,28,27,30,18,21,21,24,17,S,L,U,E,I,SLUEI
C732,8,11,12,9,15,13,19,13,0,4,24,33,32,32,34,34,39,32,22,18,18,18,22,R,C,O,A,N,RCOAN
C733,12,8,12,7,14,19,19,14,-5,5,30,35,23,25,27,40,30,26,17,16,16,18,23,S,C,O,A,N,SCOAN
C734,5,12,11,12,11,17,19,10,-7,8,36,29,26,33,35,35,29,34,15,16,15,18,21,S,C,O,A,N,SCOAN
C735,11,12,11,9,15,16,14,16,0,-1,27,33,33,34,30,32,35,29,17,16,16,17,22,S,C,O,A,N,SCOAN
C736,11,4,13,9,12,15,19,15,0,7,30,32,31,27,24,29,32,33,17,21,18,18,22,S,L,O,A,N,SLOAN
C737,15,7,5,13,19,12,10,18,6,-9,29,30,26,32,21,28,29,33,18,22,21,23,22,S,L,U,E,N,SLUEN
C738,5,9,13,11,15,16,17,11,-5,2,30,26,28,31,30,25,34,27,17,17,18,14,16,S,C,O,A,I,SCOAI
C739,8,11,9,12,18,10,16,17,7,-2,30,34,34,34,30,36,30,31,16,16,15,8,18,S,C,O,A,I,SCOAI
C74,13,14,11,12,21,15,12,13,-2,-9,29,24,25,24,25,26,24,25,13,18,10,12,22,S,C,O,A,N,SCOAN
C740,12,8,11,9,18,10,13,18,8,-5,22,24,29,17,18,25,25,31,25,18,22,29,25,R,C,U,E,N,RCUEN
C741,9,5,16,9,12,20,13,16,-4,1,30,31,27,28,19,28,28,29,21,21,23,18,21,R,L,U,A,N,RLUAN
C742,13,8,13,5,12,16,22,11,-5,10,33,33,25,27,26,32,27,32,18,21,22,19,17,S,L,U,A,I,SLUAI
C743,11,9,9,11,12,19,16,13,-6,4,34,29,30,26,29,32,31,30,17,22,18,18,17,S,L,O,A,I,SLOAI
C744,12,8,12,8,16,14,9,18,4,-7,35,30,37,32,37,36,35,31,17,21,18,14,21,S,L,O,A,N,SLOAN
C745,12,7,17,4,15,20,13,13,-7,-2,32,29,33,25,27,32,30,32,17,22,18,17,21,S,L,O,A,N,SLOAN
C746,8,9,12,11,11,19,19,14,-5,8,23,30,34,26,23,32,28,33,16,21,18,17,21,S,L,O,A,N,SLOAN
C747,13,7,12,8,16,13,11,18,5,-5,25,31,26,29,25,30,29,33,17,16,15,8,18,S,C,O,A,I,SCOAI
C748,12,5,15,8,16,20,13,11,-9,-3,30,27,35,32,28,21,25,28,18,22,18,14,21,S,L,O,A,N,SLOAN
C749,12,12,12,4,15,14,13,19,5,-2,37,28,24,33,33,30,33,30,21,21,23,18,18,R,L,U,A,I,RLUAI
C75,12,13,15,8,19,14,13,17,3,-6,25,23,30,24,32,29,31,32,19,21,23,7,18,S,L,U,A,I,SLUAI
C750,12,7,13,10,16,13,16,14,1,0,25,31,26,28,25,30,29,33,21,21,23,22,21,R,L,U,E,N,RLUEN
C751,12,4,15,9,18,19,14,13,-6,-4,36,31,35,33,33,32,36,34,15,16,15,8,18,S,C,O,A,I,SCOAI
C752,9,13,11,7,14,17,14,14,-3,0,28,26,31,30,28,31,24,29,16,16,15,22,18,S,C,O,E,I,SCOEI
C753,14,8,12,6,15,15,13,18,3,-2,31,22,30,25,34,29,30,25,17,21,15,8,18,S,L,O,A,I,SLOAI
C754,3,16,11,11,16,17,21,14,-3,5,29,33,32,34,33,35,31,30,17,16,21,8,22,S,C,U,A,N,SCUAN
C755,11,9,13,7,39,67,87,94,27,48,30,37,21,20,28,20,34,20,17,23,15,8,21,S,L,O,A,N,SLOAN
C756,15,9,11,5,29,75,64,90,15,35,29,26,39,28,30,34,36,30,17,21,15,8,22,S,L,O,A,N,SLOAN
C757,9,7,12,12,14,14,20,14,0,6,37,26,32,24,25,29,30,22,21,21,23,18,22,R,L,U,A,N,RLUAN
C758,8,8,15,9,14,13,18,13,0,4,30,34,40,33,36,33,32,35,17,21,15,8,22,S,L,O,A,N,SLOAN
C759,15,7,13,5,68,94,74,17,-77,6,31,35,34,30,25,30,28,32,21,18,18,18,22,R,C,O,A,N,RCOAN
C76,12,19,14,10,12,15,18,10,-5,6,31,28,33,31,30,34,34,31,16,19,19,13,22,S,C,O,A,N,SCOAN
C760,13,7,16,4,16,15,15,17,2,-1,35,30,37,23,30,32,33,36,18,21,23,18,21,S,L,U,A,N,SLUAN
C761,12,7,13,8,18,19,14,13,-6,-4,32,34,39,31,34,34,34,32,18,22,23,18,23,S,L,U,A,N,SLUAN
C762,13,8,8,11,13,19,15,13,-6,2,29,29,23,20,27,29,29,30,22,21,18,21,23,R,L,O,E,N,RLOEN
C763,12,7,12,9,14,16,18,17,1,4,30,31,22,30,26,29,29,34,21,17,18,17,22,R,C,O,A,N,RCOAN
C764,7,8,17,8,14,16,18,17,1,4,25,30,35,23,26,33,24,30,17,22,18,17,21,S,L,O,A,N,SLOAN
C765,5,17,8,9,13,19,15,13,-6,2,28,37,35,30,31,28,33,35,17,21,18,23,22,S,L,O,E,N,SLOEN
C766,11,8,16,7,13,18,17,17,-1,4,30,28,36,32,33,35,33,28,18,17,16,18,21,S,C,O,A,N,SCOAN
C767,13,4,16,7,13,18,17,17,-1,4,27,37,31,38,27,24,28,29,18,17,19,16,21,S,C,O,A,N,SCOAN
C768,11,13,7,9,17,19,11,15,-4,-6,25,26,25,24,25,31,26,27,17,18,18,16,15,S,C,O,A,I,SCOAI
C769,7,15,15,7,19,11,16,16,5,-3,24,24,20,16,23,21,32,27,22,21,18,19,17,R,L,O,A,I,RLOAI
C77,7,12,9,6,14,13,16,20,7,2,29,28,31,30,22,29,26,26,12,8,22,12,25,S,C,U,A,N,SCUAN
C770,5,11,12,12,19,9,14,16,7,-5,37,31,38,34,28,34,25,27,14,25,15,22,21,S,L,O,E,N,SLOEN
C771,13,7,11,9,15,10,22,13,3,7,26,31,27,31,29,21,30,31,22,21,18,19,17,R,L,O,A,I,RLOAI
C772,13,9,8,9,15,10,21,13,3,6,35,37,37,35,29,35,37,38,21,22,18,17,21,R,L,O,A,N,RLOAN
C773,13,16,7,9,9,20,14,14,-6,5,20,23,25,20,38,28,26,25,18,22,17,19,21,S,L,O,A,N,SLOAN
C774,11,17,4,8,15,12,19,11,-1,4,31,36,37,30,30,33,33,46,17,21,18,17,21,S,L,O,A,N,SLOAN
C775,13,4,9,13,14,15,15,16,1,1,31,34,23,25,30,27,35,27,21,18,17,22,21,R,C,O,E,N,RCOEN
C776,7,8,15,9,14,18,12,13,-5,-2,32,34,33,32,29,33,34,30,17,21,19,17,22,S,L,O,A,N,SLOAN
C777,12,8,9,11,19,13,15,13,0,-4,29,37,34,30,31,30,32,29,17,18,19,14,15,S,C,O,A,I,SCOAI
C778,11,4,15,8,13,17,11,20,3,-2,29,31,38,27,28,33,31,30,21,22,18,17,21,R,L,O,A,N,RLOAN
C779,11,9,12,8,13,17,15,15,-2,2,27,24,34,35,29,31,28,33,17,21,18,18,22,S,L,O,A,N,SLOAN
C78,19,18,11,9,13,17,19,10,-7,6,30,34,30,24,24,31,34,31,20,20,23,19,22,R,L,U,A,N,RLUAN
C780,9,15,9,7,15,17,14,12,-5,-1,22,30,29,29,26,26,26,37,22,18,21,17,19,R,C,U,A,I,RCUAI
C781,7,15,11,8,15,17,9,17,0,-6,29,28,30,23,23,25,27,29,15,16,17,22,21,S,C,O,E,N,SCOEN
C782,16,5,11,8,16,12,15,18,6,-1,31,34,15,22,27,25,25,27,18,22,14,21,22,S,L,O,E,N,SLOEN
C783,9,13,8,9,17,15,11,17,2,-6,30,32,35,35,28,33,30,36,21,22,17,18,23,R,L,O,A,N,RLOAN
C784,15,5,11,9,12,17,17,16,-1,5,25,27,23,28,26,29,28,24,13,23,22,18,16,S,L,U,A,I,SLUAI
C785,11,8,13,7,16,13,18,18,5,2,25,29,29,33,29,31,31,31,18,17,18,22,23,S,C,O,E,N,SCOEN
C786,11,8,9,12,18,15,14,18,3,-4,32,35,25,25,24,38,28,33,17,21,18,17,21,S,L,O,A,N,SLOAN
C787,5,8,17,9,14,18,18,12,-6,4,29,29,35,34,28,28,33,32,22,21,18,17,19,R,L,O,A,I,RLOAI
C788,7,12,9,12,18,14,11,18,4,-7,30,32,28,35,31,35,32,30,17,18,22,23,22,S,C,U,E,N,SCUEN
C789,7,16,9,8,12,14,19,12,-2,7,22,26,37,35,30,34,23,34,17,22,21,24,23,S,L,U,E,N,SLUEN
C79,17,17,12,11,17,10,17,12,2,0,29,28,29,29,27,29,27,30,17,19,18,16,22,S,C,O,A,N,SCOAN
C790,13,7,13,7,13,19,14,13,-6,1,26,31,33,21,28,23,26,36,21,22,21,18,22,R,L,U,A,N,RLUAN
C791,13,5,13,8,14,13,17,17,4,3,34,40,34,36,34,37,37,38,21,18,17,18,22,R,C,O,A,N,RCOAN
C792,13,3,15,9,14,17,21,12,-5,7,26,33,30,26,32,26,31,30,22,18,17,17,23,R,C,O,A,N,RCOAN
C793,15,7,12,7,17,13,16,15,2,-1,28,33,35,27,29,29,31,26,18,17,17,18,16,S,C,O,A,I,SCOAI
C794,8,8,13,11,14,13,15,14,1,1,25,32,19,34,32,30,36,29,18,22,23,24,17,S,L,U,E,I,SLUEI
C795,13,5,11,11,16,10,14,21,11,-2,24,31,32,30,27,22,28,36,22,18,17,16,21,R,C,O,A,N,RCOAN
C796,4,16,12,8,17,8,17,20,12,0,32,24,33,38,31,36,30,34,20,20,18,19,21,R,L,O,A,N,RLOAN
C797,15,12,9,4,16,11,17,15,4,1,30,38,23,36,36,36,35,32,20,15,16,24,18,R,C,O,E,I,RCOEI
C798,11,8,16,5,12,14,22,14,0,10,27,36,27,21,22,31,30,18,19,21,18,17,22,S,L,O,A,N,SLOAN
C799,16,7,12,5,12,16,15,15,-1,3,28,34,33,35,30,33,35,33,22,18,17,19,15,R,C,O,A,I,RCOAI
C8,12,14,11,9,16,11,12,18,7,-4,30,31,30,29,30,37,26,29,14,23,15,18,20,S,L,O,A,N,SLOAN
C80,14,16,14,10,12,16,17,18,2,5,21,30,23,28,21,30,30,29,17,19,20,21,19,S,C,U,E,I,SCUEI
C800,12,5,12,11,12,14,18,13,-1,6,31,30,30,22,22,29,24,30,18,19,17,20,22,S,C,O,E,N,SCOEN
C801,9,8,11,12,14,19,15,9,-10,1,28,33,20,24,20,29,31,27,22,23,14,15,21,R,L,O,A,N,RLOAN
C802,15,9,9,5,20,9,17,17,8,-3,29,29,33,28,30,24,24,17,17,18,18,24,21,S,C,O,E,N,SCOEN
C803,8,11,15,7,18,16,15,13,-3,-3,29,29,33,35,32,31,29,30,17,21,20,20,21,S,L,U,E,N,SLUEN
C804,17,7,5,7,17,17,12,13,-4,-5,27,32,37,31,28,20,28,31,21,22,21,18,16,R,L,U,A,I,RLUAI
C805,13,13,9,4,18,9,14,19,10,-4,21,29,26,29,24,32,28,29,12,21,18,17,22,S,L,O,A,N,SLOAN
C806,9,12,11,8,15,18,17,10,-8,2,34,26,37,37,34,31,34,32,18,17,17,18,16,S,C,O,A,I,SCOAI
C807,7,15,8,11,20,16,16,15,-1,-4,28,34,28,35,31,33,34,33,16,21,18,17,22,S,L,O,A,N,SLOAN
C808,9,9,12,9,13,13,16,16,3,3,29,35,36,32,30,31,25,27,23,17,21,18,21,R,C,U,A,N,RCUAN
C809,4,17,8,11,13,16,16,13,-3,3,30,29,34,27,35,32,30,29,16,17,22,23,18,S,C,U,E,I,SCUEI
C81,14,14,15,16,16,1,16,19,18,0,31,29,31,31,27,35,33,31,18,18,18,15,12,S,C,O,A,I,SCOAI
C810,11,11,13,5,14,17,12,15,-2,-2,34,35,36,38,28,39,35,37,21,22,17,18,22,R,L,O,A,N,RLOAN
C811,12,12,11,5,13,11,19,14,3,6,29,30,31,30,22,34,22,25,17,18,21,15,22,S,C,U,A,N,SCUAN
C812,13,7,8,12,17,15,9,19,4,-8,27,45,35,28,38,31,31,28,18,17,24,17,22,S,C,U,A,N,SCUAN
C813,13,7,11,8,16,14,15,14,0,-1,30,32,36,35,32,36,31,30,16,24,19,20,21,S,L,O,E,N,SLOEN
C814,8,9,11,12,12,18,16,16,-2,4,28,24,29,22,30,22,27,28,22,21,23,18,17,R,L,U,A,I,RLUAI
C815,13,9,12,5,15,18,18,10,-8,3,27,25,36,33,33,33,30,29,18,17,21,20,22,S,C,U,E,N,SCUEN
C816,9,11,11,9,15,15,16,19,4,1,27,25,28,24,22,34,29,20,21,20,18,17,22,R,L,O,A,N,RLOAN
C817,16,3,13,8,17,16,11,13,-3,-6,31,32,34,32,25,33,36,32,19,17,19,17,15,S,C,O,A,I,SCOAI
C818,5,11,17,7,15,12,19,15,3,4,34,21,24,25,27,31,24,25,22,18,21,23,22,R,C,U,E,N,RCUEN
C819,9,5,16,9,14,14,16,20,6,2,31,26,26,30,27,29,27,27,21,22,23,24,21,R,L,U,E,N,RLUEN
C82,13,16,12,13,12,10,19,14,4,7,26,26,24,26,22,28,28,22,22,18,15,12,23,R,C,O,A,N,RCOAN
C820,16,9,11,4,14,17,14,11,-6,0,32,36,33,36,30,29,27,25,17,22,14,15,21,S,L,O,A,N,SLOAN
C821,13,4,13,9,14,13,18,15,2,4,29,25,30,29,23,28,26,31,18,14,15,16,21,S,C,O,A,N,SCOAN
C822,9,8,17,5,15,15,20,13,-2,5,24,30,33,28,32,29,29,30,18,21,17,24,22,S,L,O,E,N,SLOEN
C823,1,13,15,11,16,15,14,17,2,-2,33,34,34,30,28,36,30,26,18,21,24,18,21,S,L,U,A,N,SLUAN
C824,11,9,11,9,16,16,12,18,2,-4,29,32,29,33,32,31,35,34,17,18,21,20,22,S,C,U,E,N,SCUEN
C825,13,5,11,11,16,19,10,11,-8,-6,31,29,34,29,30,33,34,24,21,22,18,17,21,R,L,O,A,N,RLOAN
C826,8,15,8,9,12,17,16,11,-6,4,33,38,39,36,36,36,37,36,18,17,19,20,17,S,C,O,E,I,SCOEI
C827,12,5,13,9,17,18,14,12,-6,-3,27,31,19,30,28,30,27,23,21,22,18,23,24,R,L,O,E,N,RLOEN
C828,12,9,13,5,19,9,16,14,5,-3,36,39,26,25,31,31,33,39,18,17,19,20,18,S,C,O,E,I,SCOEI
C829,11,9,11,9,9,18,19,11,-7,10,29,30,17,28,23,35,28,30,17,18,22,15,24,S,C,U,A,N,SCUAN
C83,15,16,18,19,19,15,16,11,-4,-3,27,32,29,25,27,32,26,33,17,21,16,13,25,S,L,O,A,N,SLOAN
C830,13,8,13,5,18,16,14,17,1,-4,30,25,34,28,20,30,34,25,17,22,18,24,18,S,L,O,E,I,SLOEI
C831,8,15,8,9,13,16,12,16,0,-1,27,33,32,28,23,20,26,32,22,21,23,22,22,R,L,U,E,N,RLUEN
C832,3,17,12,8,18,16,14,16,0,-4,31,25,36,33,34,34,31,31,18,21,22,19,20,S,L,U,A,N,SLUAN
C833,7,8,15,11,13,12,20,12,0,7,33,33,34,34,33,32,35,29,18,22,23,18,22,S,L,U,A,N,SLUAN
C834,7,5,12,16,10,18,19,13,-5,9,18,36,22,19,21,25,29,31,22,23,18,18,22,R,L,O,A,N,RLOAN
C835,11,7,12,11,14,16,19,14,-2,5,31,32,36,30,32,28,28,29,22,18,19,24,22,R,C,O,E,N,RCOEN
C836,15,4,13,8,17,13,13,17,4,-4,28,31,21,18,27,25,28,19,18,18,17,17,22,S,C,O,A,N,SCOAN
C837,9,9,9,12,16,16,19,12,-4,3,31,33,33,26,26,24,30,27,18,22,17,19,20,S,L,O,A,N,SLOAN
C838,12,9,9,9,14,15,14,19,4,0,35,35,31,34,32,29,37,31,23,22,17,24,22,R,L,O,E,N,RLOEN
C839,13,5,11,11,17,15,13,18,3,-4,30,31,31,33,32,33,33,26,24,22,18,23,21,R,L,O,E,N,RLOEN
C84,6,13,14,13,17,17,14,15,-2,-3,29,30,31,33,30,33,29,24,23,25,17,16,21,R,L,O,A,N,RLOAN
C840,13,1,13,12,12,17,15,12,-5,3,30,37,28,26,35,26,35,30,17,21,18,17,22,S,L,O,A,N,SLOAN
C841,11,3,11,8,12,18,18,11,-7,6,38,37,30,33,29,37,32,28,17,23,18,14,22,S,L,O,A,N,SLOAN
C842,11,9,13,7,12,15,17,15,0,5,32,28,28,23,30,36,27,23,16,21,18,17,20,S,L,O,A,N,SLOAN
C843,11,7,16,7,15,16,17,13,-3,2,29,31,30,30,27,26,26,30,22,19,20,21,22,R,C,U,E,N,RCUEN
C844,13,7,15,5,14,18,14,13,-5,0,31,28,25,25,26,31,29,30,18,22,17,20,22,S,L,O,E,N,SLOEN
C845,11,11,12,7,20,11,16,15,4,-4,32,29,27,29,28,34,31,32,23,22,17,20,24,R,L,O,E,N,RLOEN
C846,12,9,13,7,15,18,16,11,-7,1,28,33,21,32,29,30,32,28,17,19,16,15,22,S,C,O,A,N,SCOAN
C847,12,5,9,13,12,15,17,15,0,5,35,38,32,34,31,27,33,23,22,21,17,24,22,R,L,O,E,N,RLOEN
C848,11,7,12,11,17,15,13,18,3,-4,33,32,30,28,30,31,31,29,18,21,14,16,22,S,L,O,A,N,SLOAN
C849,12,7,12,9,19,13,16,14,1,-3,35,31,33,29,35,33,31,35,17,19,20,18,23,S,C,U,A,N,SCUAN
C85,15,19,13,7,16,14,16,13,-1,0,32,32,23,29,27,35,31,28,15,21,11,9,17,S,L,O,A,I,SLOAI
C850,13,7,13,7,8,20,15,15,-5,7,35,30,30,34,33,31,34,31,17,18,17,17,22,S,C,O,A,N,SCOAN
C851,7,12,15,7,16,17,15,10,-7,-1,20,21,36,25,32,24,30,36,22,14,22,19,21,R,C,U,A,N,RCUAN
C852,12,4,13,11,17,12,24,13,1,7,29,30,37,23,28,28,30,30,17,23,18,20,24,S,L,O,E,N,SLOEN
C853,9,5,16,9,17,15,12,16,1,-5,29,29,28,20,29,35,29,28,16,22,23,17,21,S,L,U,A,N,SLUAN
C854,16,5,13,5,17,13,20,11,-2,3,29,29,32,35,29,29,30,34,23,22,18,24,22,R,L,O,E,N,RLOEN
C855,9,9,11,11,15,11,19,12,1,4,30,32,33,33,30,32,37,30,23,18,17,14,25,R,C,O,A,N,RCOAN
C856,9,16,4,11,15,16,10,15,-1,-5,28,25,33,35,32,36,38,33,18,19,23,20,17,S,C,U,E,I,SCUEI
C857,11,9,12,8,12,19,17,14,-5,5,33,31,36,29,31,34,31,28,17,22,19,16,21,S,L,O,A,N,SLOAN
C858,12,7,11,11,17,8,14,15,7,-3,33,31,27,33,32,32,31,35,18,21,19,17,22,S,L,O,A,N,SLOAN
C859,11,5,16,8,15,10,19,18,8,4,28,31,32,28,33,34,29,31,22,21,20,20,24,R,L,U,E,N,RLUEN
C86,13,13,8,8,14,15,16,15,0,2,29,38,22,27,27,31,27,21,7,16,18,7,23,S,C,O,A,N,SCOAN
C860,12,12,8,9,16,12,17,14,2,1,35,31,34,30,35,27,38,31,23,24,18,17,21,R,L,O,A,N,RLOAN
C861,12,7,8,13,15,13,11,15,2,-4,28,29,37,20,28,27,23,26,22,21,14,15,21,R,L,O,A,N,RLOAN
C862,12,12,7,9,12,23,15,10,-13,3,35,33,34,31,35,33,32,32,20,21,17,18,17,R,L,O,A,I,RLOAI
C863,12,5,15,8,12,24,18,11,-13,6,26,23,33,28,29,30,34,29,18,24,15,14,21,S,L,O,A,N,SLOAN
C864,9,13,9,8,16,19,15,11,-8,-1,30,27,29,25,28,26,31,30,18,17,16,19,14,S,C,O,A,I,SCOAI
C865,13,13,12,3,10,13,18,13,0,8,33,33,33,34,34,28,29,34,17,18,19,14,21,S,C,O,A,N,SCOAN
C866,13,7,11,9,11,13,21,14,1,10,34,30,34,30,28,36,34,33,20,21,20,20,22,R,L,U,E,N,RLUEN
C867,13,4,12,9,17,16,15,11,-5,-2,29,22,48,23,31,41,30,28,18,17,16,15,21,S,C,O,A,N,SCOAN
C868,11,5,16,8,12,18,22,4,-14,10,28,27,37,22,27,34,30,24,19,21,18,17,22,S,L,O,A,N,SLOAN
C869,16,1,13,9,17,17,13,16,-1,-4,29,35,36,24,31,27,29,37,21,18,17,17,22,R,C,O,A,N,RCOAN
C87,10,16,9,2,13,16,13,14,-2,0,31,26,37,26,30,33,28,22,11,17,23,14,17,S,C,U,A,I,SCUAI
C870,3,15,16,7,15,12,15,17,5,0,32,30,33,30,31,35,33,28,22,18,17,17,17,R,C,O,A,I,RCOAI
C871,9,5,13,12,10,14,17,18,4,7,28,24,29,28,31,32,24,31,21,23,22,18,17,R,L,U,A,I,RLUAI
C872,12,9,9,9,16,18,14,13,-5,-2,25,29,36,28,29,29,29,34,14,16,15,14,21,S,C,O,A,N,SCOAN
C873,12,8,13,7,13,11,22,11,0,9,34,33,37,35,29,30,32,33,22,18,21,14,22,R,C,U,A,N,RCUAN
C874,8,8,16,8,13,13,18,14,1,5,35,35,38,38,27,35,34,38,18,21,17,24,14,S,L,O,E,I,SLOEI
C875,9,13,12,5,12,15,19,13,-2,7,30,35,35,34,32,32,34,33,14,22,14,17,23,S,L,O,A,N,SLOAN
C876,13,8,7,9,15,14,15,13,-1,0,28,35,33,21,27,25,33,27,24,15,21,22,21,R,C,U,E,N,RCUEN
C877,5,16,12,7,14,13,19,15,2,5,32,27,30,23,32,38,27,30,15,14,16,18,22,S,C,O,A,N,SCOAN
C878,15,7,11,8,19,18,15,13,-5,-4,27,33,24,26,22,25,31,24,23,21,22,18,17,R,L,U,A,I,RLUAI
C879,12,9,15,4,14,13,14,19,6,0,23,33,34,28,30,31,27,20,21,18,17,15,22,R,C,O,A,N,RCOAN
C88,15,19,14,11,13,16,11,17,1,-2,24,35,37,27,30,37,27,31,9,12,7,6,15,S,C,O,A,I,SCOAI
C880,5,11,15,9,14,13,22,10,-3,8,29,24,36,30,27,29,28,25,18,21,22,17,21,S,L,U,A,N,SLUAN
C881,7,19,12,3,18,12,14,14,2,-4,36,29,28,35,33,29,31,37,22,23,14,15,16,R,L,O,A,I,RLOAI
C882,9,4,16,11,13,15,15,18,3,2,35,39,39,34,34,35,31,34,19,18,21,20,20,S,C,U,E,N,SCUEN
C883,4,13,12,11,12,22,17,12,-10,5,32,33,35,30,26,31,25,28,17,21,20,20,18,S,L,U,E,I,SLUEI
C884,9,7,13,8,15,18,19,12,-6,4,33,29,35,29,31,33,34,36,15,22,21,14,21,S,L,U,A,N,SLUAN
C885,15,4,13,8,17,17,12,17,0,-5,23,28,23,19,20,30,21,31,20,23,24,18,22,R,L,U,A,N,RLUAN
C886,8,7,13,11,11,16,17,15,-1,6,30,21,39,27,27,34,32,28,19,22,23,18,22,S,L,U,A,N,SLUAN
C887,8,4,19,9,17,11,15,18,7,-2,34,31,29,28,32,26,29,26,22,23,18,17,21,R,L,O,A,N,RLOAN
C888,15,8,11,7,13,19,17,10,-9,4,36,28,38,26,32,33,29,35,18,21,18,18,14,S,L,O,A,I,SLOAI
C889,9,8,12,11,16,14,14,18,4,-2,31,28,36,33,29,27,30,34,22,18,20,20,21,R,C,U,E,N,RCUEN
C89,4,17,12,12,14,13,15,15,2,1,31,26,27,32,37,37,31,35,19,20,14,9,25,S,L,O,A,N,SLOAN
C890,8,9,16,7,14,17,19,9,-8,5,26,31,23,27,28,38,24,30,21,15,18,14,21,R,C,O,A,N,RCOAN
C891,11,4,15,11,17,13,15,12,-1,-2,34,26,31,35,30,31,27,32,18,17,15,24,22,S,C,O,E,N,SCOEN
C892,9,4,15,11,14,15,17,15,0,3,22,29,22,23,22,25,26,21,22,22,15,14,21,R,L,O,A,N,RLOAN
C893,9,9,11,11,17,17,13,17,0,-4,28,37,25,34,30,27,31,24,17,21,15,21,19,S,L,O,E,I,SLOEI
C894,9,13,12,5,14,16,19,12,-4,5,29,22,32,27,26,33,30,25,18,21,22,18,21,S,L,U,A,N,SLUAN
C895,8,11,15,7,15,16,18,16,0,3,32,29,33,32,31,37,30,35,18,22,14,15,22,S,L,O,A,N,SLOAN
C896,7,13,12,9,17,17,12,17,0,-5,29,26,25,25,28,30,25,27,17,21,22,18,21,S,L,U,A,N,SLUAN
C897,5,15,12,8,14,17,19,9,-8,5,30,31,28,23,33,24,29,34,18,22,15,14,22,S,L,O,A,N,SLOAN
C898,5,7,17,11,9,17,15,15,-2,6,35,24,37,32,32,31,33,36,18,21,22,15,21,S,L,U,A,N,SLUAN
C899,12,9,15,8,15,16,18,16,0,3,29,28,25,22,26,31,24,25,17,22,21,15,14,S,L,U,A,I,SLUAI
C9,17,19,18,17,13,14,17,16,2,4,36,39,35,36,35,35,36,35,11,11,17,8,23,S,C,O,A,N,SCOAN
C90,10,19,11,7,16,13,21,10,-3,5,24,29,35,20,17,28,27,28,14,25,20,15,22,S,L,U,A,N,SLUAN
C900,12,7,13,8,18,11,15,20,9,-3,32,23,32,24,27,33,29,28,14,14,15,17,22,S,C,O,A,N,SCOAN
C901,9,15,11,5,18,17,14,17,0,-4,23,37,34,32,29,22,33,34,22,21,23,21,20,R,L,U,E,N,RLUEN
C902,9,1,11,5,13,13,16,14,1,3,20,21,25,21,21,28,22,27,21,22,15,14,18,R,L,O,A,I,RLOAI
C903,9,11,13,7,15,11,13,16,5,-2,32,29,32,33,36,32,30,30,18,21,17,15,22,S,L,O,A,N,SLOAN
C904,9,11,8,5,16,17,14,11,-6,-2,21,27,31,33,35,26,24,36,17,18,14,15,21,S,C,O,A,N,SCOAN
C905,11,7,15,8,18,17,14,17,0,-4,28,23,33,27,25,31,27,26,20,23,22,18,17,R,L,U,A,I,RLUAI
C906,12,4,16,8,13,13,16,14,1,3,35,31,32,27,33,34,30,28,22,14,15,25,18,R,C,O,E,I,RCOEI
C907,11,9,8,12,15,11,13,16,5,-2,31,31,36,34,31,36,31,35,17,22,23,14,21,S,L,U,A,N,SLUAN
C908,11,3,15,12,16,17,14,11,-6,-2,32,27,27,25,28,29,25,33,18,22,15,17,21,S,L,O,A,N,SLOAN
C909,11,15,11,3,19,15,14,14,-1,-5,35,29,31,30,30,34,33,23,18,22,21,14,21,S,L,U,A,N,SLUAN
C91,19,14,9,10,15,10,20,17,7,5,28,31,30,27,29,31,31,30,13,11,16,14,26,S,C,O,A,N,SCOAN
C910,13,11,15,4,13,12,9,11,-1,-4,33,36,38,35,18,36,23,32,18,17,17,17,21,S,C,O,A,N,SCOAN
C911,9,8,11,12,18,14,11,13,-1,-7,31,25,28,28,27,35,27,33,20,21,22,14,21,R,L,U,A,N,RLUAN
