Date	State	Account length	Area code	International plan	Voice mail plan	Number vmail messages	Total day minutes	Total day calls	Total day charge	Total eve minutes	Total eve calls	Total eve charge	Total night minutes	Total night calls	Total night charge	Total intl minutes	Total intl calls	Total intl charge	Customer service calls	Churn	Total Call Duration	Total Call Charge
03/10/10	TX	130	415	No	No	0	176.9	109	30.07	90.7	104	7.71	238	69	10.71	9.5	2	2.57	1	FALSE	282	48.49
03/11/10	KY	80	408	No	No	0	209.9	74	35.68	195.1	77	16.58	208.2	119	9.37	8.8	4	2.38	2	FALSE	270	61.63
03/12/10	MT	94	415	No	No	0	137.5	118	23.38	203.2	88	17.27	150	131	6.75	13.4	2	3.62	0	FALSE	337	47.4
03/13/10	OK	118	408	No	Yes	23	289.5	52	49.22	166.6	111	14.16	119.1	88	5.36	9.5	4	2.57	1	FALSE	251	68.74
03/14/10	MD	117	415	No	Yes	23	198.1	86	33.68	177	86	15.05	180.5	92	8.12	6.8	6	1.84	1	FALSE	264	56.85
03/15/10	TN	78	415	No	No	0	149.7	119	25.45	182.2	115	15.49	261.5	126	11.77	9.7	8	2.62	0	FALSE	360	52.71
03/16/10	TX	208	510	No	No	0	326.5	67	55.51	176.3	113	14.99	181.7	102	8.18	10.7	6	2.89	2	TRUE	282	78.68
03/17/10	ME	131	510	Yes	Yes	26	292.9	101	49.79	199.7	97	16.97	255.3	127	11.49	13.8	7	3.73	4	TRUE	325	78.25
03/18/10	DC	63	408	No	No	0	83	64	14.11	177	106	15.05	245.7	89	11.06	13	3	3.51	0	FALSE	259	40.22
03/19/10	MN	53	415	No	Yes	24	145.7	146	24.77	220.5	136	18.74	249.9	96	11.25	13.1	5	3.54	3	FALSE	378	54.76
03/20/10	DE	62	408	No	No	0	182.3	101	30.99	328.2	93	27.9	245	131	11.03	11.2	1	3.02	2	FALSE	325	69.92
03/21/10	MD	97	415	No	No	0	218	86	37.06	184	94	15.64	240.5	110	10.82	6.4	8	1.73	3	FALSE	290	63.52
03/22/10	MI	105	510	No	No	0	140.6	109	23.9	178.6	51	15.18	217	83	9.76	6.8	3	1.84	2	FALSE	243	48.84
03/23/10	WA	157	415	No	No	0	152.7	105	25.96	257.5	80	21.89	198.1	93	8.91	9.4	4	2.54	1	FALSE	278	56.76
03/24/10	MO	66	415	No	Yes	36	106.7	76	18.14	209.8	77	17.83	190.4	117	8.57	12.1	2	3.27	1	FALSE	270	44.54
03/25/10	IN	122	415	No	No	0	243.8	98	41.45	83.9	72	7.13	179.8	84	8.09	13.7	8	3.7	2	FALSE	254	56.67
03/26/10	OR	38	415	No	No	0	194.4	94	33.05	186.7	95	15.87	223.3	90	10.05	10.8	5	2.92	3	FALSE	279	58.97
03/27/10	MD	106	510	No	No	0	213.9	95	36.36	151.9	70	12.91	260.1	124	11.7	12.2	5	3.29	3	FALSE	289	60.97
03/28/10	RI	99	510	No	No	0	217.2	112	36.92	246.7	89	20.97	226.1	89	10.17	15.8	7	4.27	3	FALSE	290	68.06
03/29/10	LA	99	415	No	No	0	241.1	72	40.99	155.6	98	13.23	188.2	109	8.47	11.6	10	3.13	1	FALSE	279	62.69
03/30/10	AZ	144	510	Yes	No	0	203.5	100	34.6	247.6	103	21.05	194.3	94	8.74	11.9	11	3.21	0	FALSE	297	64.39
03/31/10	PA	82	415	No	Yes	24	155.2	131	26.38	244.5	106	20.78	122.4	68	5.51	10.7	3	2.89	1	FALSE	305	52.67
04/01/10	AZ	86	408	No	Yes	31	167.6	139	28.49	113	118	9.61	246.9	121	11.11	12.2	6	3.29	1	FALSE	378	49.21
04/02/10	FL	70	510	Yes	No	0	226.7	98	38.54	228.1	115	19.39	73.2	93	3.29	17.6	4	4.75	2	TRUE	306	61.22
04/03/10	LA	93	415	No	No	0	179.3	93	30.48	178.6	98	15.18	225.2	131	10.13	11.5	6	3.11	3	FALSE	322	55.79
04/04/10	FL	93	415	No	No	0	151.4	89	25.74	186.4	76	15.84	172.5	120	7.76	10.9	3	2.94	0	FALSE	285	49.34
04/05/10	FL	120	415	No	No	0	180	80	30.6	224.2	82	19.06	265.4	91	11.94	4.7	7	1.27	3	FALSE	253	61.6
04/06/10	MD	136	415	No	No	0	250.2	121	42.53	267.1	118	22.7	151	114	6.8	13	2	3.51	1	TRUE	353	72.03
04/07/10	AL	106	415	No	No	0	223	121	37.91	110.1	98	9.36	188.7	107	8.49	7.1	12	1.92	0	FALSE	326	55.76
04/08/10	WA	81	415	No	No	0	183.6	116	31.21	152.6	98	12.97	212.2	99	9.55	12.2	6	3.29	3	FALSE	313	53.73
04/09/10	TN	127	408	No	Yes	22	166	114	28.22	174.5	103	14.83	244.9	68	11.02	10.2	6	2.75	1	FALSE	285	54.07
04/10/10	MS	65	415	No	No	0	136.1	112	23.14	272.9	96	23.2	220.2	104	9.91	4.4	2	1.19	1	FALSE	312	56.25
04/11/10	ME	35	408	No	No	0	149.3	113	25.38	242.2	122	20.59	174.3	104	7.84	8.9	6	2.4	2	FALSE	339	53.81
04/12/10	OK	88	408	No	No	0	65.4	97	11.12	168.2	76	14.3	236	113	10.62	13.8	1	3.73	2	FALSE	286	36.04
04/13/10	IN	65	415	No	No	0	213.4	111	36.28	234.5	94	19.93	250.1	123	11.25	2.7	4	0.73	1	FALSE	328	67.46
04/14/10	MO	123	415	No	No	0	206.9	85	35.17	244.7	78	20.8	221.5	136	9.97	7.7	2	2.08	3	FALSE	299	65.94
04/15/10	IA	126	408	No	Yes	27	186.2	78	31.65	189.6	83	16.12	76.5	139	3.44	9.6	3	2.59	2	FALSE	300	51.21
04/16/10	VA	104	415	No	Yes	23	280.2	136	47.63	220.5	92	18.74	136.9	102	6.16	13.3	3	3.59	4	FALSE	330	72.53
04/17/10	KY	45	415	No	Yes	22	196.6	84	33.42	313.2	92	26.62	163.3	108	7.35	11.9	3	3.21	0	FALSE	284	67.39
04/18/10	MD	93	408	Yes	No	0	312	109	53.04	129.4	100	11	217.6	74	9.79	10.5	2	2.84	0	TRUE	283	73.83
04/19/10	OH	63	415	Yes	Yes	36	199	110	33.83	291.3	111	24.76	197.6	92	8.89	11	6	2.97	1	FALSE	313	67.48
04/20/10	OK	100	415	No	No	0	203.1	96	34.53	217	126	18.45	180.9	122	8.14	13.5	2	3.65	3	FALSE	344	61.12
04/21/10	NV	53	415	No	No	0	168.8	97	28.7	220.3	87	18.73	154.3	113	6.94	10.9	2	2.94	0	FALSE	297	54.37
04/22/10	ID	92	415	Yes	No	0	173.1	140	29.43	240.3	105	20.43	233.2	117	10.49	9	5	2.43	1	FALSE	362	60.35
04/23/10	MN	139	510	No	No	0	134.4	106	22.85	211.3	98	17.96	193.6	125	8.71	10.2	2	2.75	5	TRUE	329	49.52
04/24/10	SD	110	408	No	Yes	40	202.6	103	34.44	118.8	128	10.1	234.9	98	10.57	9	9	2.43	2	FALSE	329	55.11
04/25/10	IL	110	408	No	No	0	74.5	117	12.67	200.8	98	17.07	192.2	101	8.65	9.8	7	2.65	3	FALSE	316	38.39
04/26/10	WY	215	510	No	No	0	83.6	148	14.21	120.9	91	10.28	226.6	110	10.2	10.7	9	2.89	0	FALSE	349	34.69
04/27/10	AL	73	415	No	No	0	192.2	86	32.67	168.6	116	14.33	139.8	87	6.29	9.4	6	2.54	1	FALSE	289	53.29
04/28/10	NJ	138	510	No	No	0	220.2	89	37.43	88.3	125	7.51	195.3	79	8.79	12.9	5	3.48	0	FALSE	293	53.73
04/29/10	NV	137	415	Yes	No	0	135.1	95	22.97	134.1	102	11.4	223.1	81	10.04	12.3	2	3.32	2	TRUE	278	44.41
04/30/10	IN	36	415	No	No	0	253.4	77	43.08	182.4	151	15.5	275.8	103	12.41	8.4	2	2.27	1	FALSE	331	70.99
05/01/10	WV	85	408	No	No	0	225	81	38.25	176.9	63	15.04	194.3	110	8.74	7.1	2	1.92	3	FALSE	254	62.03
05/02/10	VA	108	408	No	No	0	198.5	99	33.75	267.8	60	22.76	354.9	75	15.97	9.4	3	2.54	0	TRUE	234	72.48
05/03/10	SC	22	408	No	No	0	110.3	107	18.75	166.5	93	14.15	202.3	96	9.1	9.5	5	2.57	0	FALSE	296	42
05/04/10	RI	107	415	No	Yes	37	60	102	10.2	102.2	80	8.69	261.8	106	11.78	11.1	3	3	0	FALSE	288	30.67
05/05/10	IN	51	510	No	No	0	214.8	94	36.52	149.7	58	12.72	283.4	66	12.75	10.2	5	2.75	0	FALSE	218	61.99
05/06/10	AZ	94	408	No	No	0	181.8	85	30.91	202.4	98	17.2	245.9	97	11.07	9.2	2	2.48	4	FALSE	280	59.18
05/07/10	NM	119	510	No	Yes	23	154	114	26.18	278	137	23.63	228.4	112	10.28	11.8	4	3.19	2	FALSE	363	60.09
05/08/10	OR	33	415	No	Yes	29	157.4	99	26.76	117.9	80	10.02	279.2	79	12.56	13.9	11	3.75	4	TRUE	258	49.34
05/09/10	NJ	106	415	No	No	0	207.9	91	35.34	172	109	14.62	191.8	143	8.63	14.4	7	3.89	4	FALSE	343	58.59
05/10/10	MS	82	408	No	No	0	207	90	35.19	232.9	83	19.8	172.4	108	7.76	9.1	8	2.46	3	FALSE	281	62.75
05/11/10	MI	86	510	No	Yes	41	119	101	20.23	230	134	19.55	236.9	58	10.66	9.5	3	2.57	0	FALSE	293	50.44
05/12/10	TX	97	415	Yes	No	0	143.7	117	24.43	273	82	23.21	178.3	81	8.02	10.9	3	2.94	0	FALSE	280	55.66
05/13/10	FL	106	408	No	Yes	32	165.9	126	28.2	216.5	93	18.4	173.1	86	7.79	14.1	8	3.81	4	FALSE	305	54.39
05/14/10	DC	108	510	No	No	0	138.6	122	23.56	172.3	117	14.65	231.6	92	10.42	9.8	3	2.65	1	FALSE	331	48.63
05/15/10	TX	114	415	No	No	0	84.7	118	14.4	249.9	86	21.24	193.4	95	8.7	14.5	8	3.92	1	FALSE	299	44.34
05/16/10	KS	92	408	Yes	No	0	62.6	111	10.64	180.6	126	15.35	221.7	80	9.98	10.4	2	2.81	1	TRUE	317	35.97
05/17/10	UT	59	510	No	No	0	155.2	79	26.38	235.3	123	20	169.4	80	7.62	8.7	4	2.35	1	FALSE	282	54
05/18/10	MN	24	510	No	Yes	25	164.9	110	28.03	209.3	105	17.79	231.2	55	10.4	6.7	9	1.81	1	FALSE	270	56.22
05/19/10	IL	151	408	No	No	0	134.5	88	22.87	143.1	112	12.16	223.9	61	10.08	15.4	1	4.16	1	FALSE	261	45.11
05/20/10	NM	117	415	No	No	0	143.3	103	24.36	211.3	108	17.96	185.2	96	8.33	11.5	3	3.11	1	FALSE	307	50.65
05/21/10	SC	78	510	No	No	0	168.3	110	28.61	221.2	73	18.8	241	136	10.85	12.5	1	3.38	1	FALSE	319	58.26
05/22/10	NC	155	408	No	No	0	262.4	55	44.61	194.6	113	16.54	146.5	85	6.59	8.3	6	2.24	2	FALSE	253	67.74
05/23/10	WV	114	510	No	Yes	30	206.2	79	35.05	260	91	22.1	291.6	83	13.12	11.4	6	3.08	1	FALSE	253	70.27
05/24/10	RI	114	510	No	Yes	28	225.8	94	38.39	193	117	16.41	232.4	100	10.46	8.4	9	2.27	4	FALSE	311	65.26
05/25/10	NH	119	408	No	No	0	138.3	89	23.51	170.5	78	14.49	263.9	98	11.88	13.5	6	3.65	3	FALSE	265	49.88
05/26/10	MO	64	510	No	Yes	48	94.4	104	16.05	136.2	101	11.58	147.4	89	6.63	4.5	4	1.22	0	FALSE	294	34.26
05/27/10	MA	118	408	Yes	No	0	160	123	27.2	175.4	96	14.91	184.8	99	8.32	9.9	3	2.67	2	FALSE	318	50.43
05/28/10	PA	101	415	No	No	0	206.6	105	35.12	224.9	117	19.12	249.9	100	11.25	14.6	3	3.94	0	FALSE	322	65.49
05/29/10	OK	117	415	No	No	0	134.7	121	22.9	180	83	15.3	200.9	104	9.04	7.7	3	2.08	1	FALSE	308	47.24
05/30/10	AL	49	415	No	Yes	28	214.4	78	36.45	235.2	100	19.99	206.2	107	9.28	8	13	2.16	3	FALSE	285	65.72
05/31/10	WY	139	415	No	No	0	192.8	104	32.78	234.4	96	19.92	203.2	101	9.14	13	3	3.51	3	FALSE	301	61.84
06/01/10	PA	92	408	No	Yes	28	151.1	90	25.69	194.8	79	16.56	239.2	114	10.76	10	3	2.7	1	FALSE	283	53.01
06/02/10	WA	83	415	No	No	0	221.4	103	37.64	231.8	103	19.7	122.5	100	5.51	9.8	5	2.65	3	FALSE	306	62.85
06/03/10	HI	148	510	Yes	No	0	218.9	88	37.21	208	85	17.68	203.3	99	9.15	11.1	4	3	0	FALSE	272	64.04
06/04/10	SD	144	408	No	Yes	48	189.8	96	32.27	123.4	67	10.49	214.2	106	9.64	6.5	2	1.76	2	TRUE	269	52.4
06/05/10	AL	131	415	No	Yes	25	192.7	85	32.76	225.9	105	19.2	254.2	59	11.44	10.9	6	2.94	2	FALSE	249	63.4
06/06/10	VT	146	510	Yes	No	0	204.4	135	34.75	219.1	90	18.62	222.7	114	10.02	10.5	6	2.84	3	FALSE	339	63.39
06/07/10	MT	143	415	No	No	0	172.3	97	29.29	174	108	14.79	188.2	119	8.47	13	4	3.51	2	FALSE	324	52.55
06/08/10	MN	81	415	No	No	0	198.4	93	33.73	210.9	108	17.93	193.3	71	8.7	10.4	6	2.81	2	FALSE	272	60.36
06/09/10	AK	48	415	No	Yes	37	211.7	115	35.99	159.9	84	13.59	144.1	80	6.48	12.2	1	3.29	1	FALSE	279	56.06
06/10/10	MI	86	415	No	Yes	28	221.6	74	37.67	288.4	100	24.51	240.3	105	10.81	9	2	2.43	1	FALSE	279	72.99
06/11/10	DE	71	415	No	No	0	197.9	108	33.64	181.5	109	15.43	281.4	56	12.66	6.7	5	1.81	3	FALSE	273	61.73
06/12/10	SD	145	408	No	Yes	24	147.5	90	25.08	175.7	108	14.93	252.1	102	11.34	15.6	3	4.21	2	FALSE	300	51.35
06/13/10	MI	137	510	No	No	0	206.4	122	35.09	128	102	10.88	194.5	84	8.75	8.8	5	2.38	2	FALSE	308	54.72
06/14/10	KS	137	408	No	No	0	205.9	88	35	209.3	86	17.79	289.9	84	13.05	14.5	4	3.92	2	FALSE	258	65.84
06/15/10	AL	167	510	No	No	0	207.6	88	35.29	132.4	63	11.25	255.2	98	11.48	14.1	5	3.81	0	FALSE	249	58.02
06/16/10	OK	89	510	No	No	0	303.9	95	51.66	260.9	114	22.18	312.1	89	14.04	5.3	3	1.43	1	TRUE	298	87.88
06/17/10	CT	199	415	No	Yes	34	230.6	121	39.2	219.4	99	18.65	299.3	94	13.47	8	2	2.16	0	FALSE	314	71.32
06/18/10	NE	132	510	No	No	0	99.5	110	16.92	129.1	80	10.97	125.1	124	5.63	9.7	3	2.62	0	FALSE	314	33.52
06/19/10	WI	94	510	No	No	0	177.1	112	30.11	194	112	16.49	146.7	108	6.6	5.9	4	1.59	1	FALSE	332	53.2
06/20/10	CT	96	415	No	Yes	37	172.7	93	29.36	120.1	116	10.21	216.1	86	9.72	10.3	5	2.78	5	TRUE	295	49.29
06/21/10	WI	96	510	No	Yes	18	172.7	86	29.36	133.4	113	11.34	259.5	70	11.68	9.8	3	2.65	1	FALSE	269	52.38
06/22/10	IN	166	510	No	No	0	204.2	115	34.71	179.9	152	15.29	216.8	109	9.76	9.5	5	2.57	1	FALSE	376	59.76
06/23/10	DC	74	415	No	No	0	85.7	83	14.57	247.7	67	21.05	142.4	85	6.41	10.1	5	2.73	2	FALSE	235	42.03
06/24/10	AR	36	415	No	No	0	157.6	117	26.79	184.3	58	15.67	240.4	99	10.82	11.9	1	3.21	0	FALSE	274	53.28
06/25/10	ME	113	415	No	No	0	215.5	129	36.64	218.7	117	18.59	207.1	91	9.32	6.6	9	1.78	4	FALSE	337	64.55
06/26/10	MN	94	415	No	No	0	181.5	98	30.86	199.9	88	16.99	287.7	114	12.95	6.6	5	1.78	1	FALSE	300	60.8
06/27/10	MD	67	415	No	No	0	171.7	80	29.19	110.4	81	9.38	195.4	111	8.79	11.9	4	3.21	2	FALSE	272	47.36
06/28/10	FL	127	415	No	No	0	266.6	106	45.32	264.8	168	22.51	207.2	119	9.32	5.9	2	1.59	1	TRUE	393	77.15
06/29/10	RI	121	408	No	No	0	170.4	108	28.97	350.5	68	29.79	297	87	13.37	11.2	3	3.02	0	TRUE	263	72.13
06/30/10	IA	158	415	No	No	0	158	106	26.86	292.5	114	24.86	241.1	89	10.85	9.1	4	2.46	1	FALSE	309	62.57
07/01/10	AZ	136	510	No	No	0	92	117	15.64	253.6	77	21.56	214.1	90	9.63	10.3	10	2.78	1	FALSE	284	46.83
07/02/10	MO	196	415	No	No	0	234	109	39.78	249.5	114	21.21	173.1	70	7.79	9.1	5	2.46	2	FALSE	293	68.78
07/03/10	VT	113	415	No	No	0	272.1	111	46.26	268.5	118	22.82	213.8	105	9.62	8.5	10	2.3	1	TRUE	334	78.7
07/04/10	IN	122	408	No	No	0	296.4	99	50.39	214.8	89	18.26	133.9	107	6.03	11.4	3	3.08	4	TRUE	295	74.68
07/05/10	RI	112	510	No	No	0	194.4	101	33.05	190.3	82	16.18	183.4	107	8.25	11.4	2	3.08	0	FALSE	290	57.48
07/06/10	SD	209	415	No	No	0	227.2	128	38.62	258.4	92	21.96	183.5	74	8.26	8.9	4	2.4	3	FALSE	294	68.84
07/07/10	MN	62	415	No	No	0	248.7	109	42.28	220	118	18.7	265.7	78	11.96	13.2	2	3.56	1	TRUE	305	72.94
07/08/10	TX	110	415	No	Yes	38	236.3	102	40.17	195.9	112	16.65	183.5	82	8.26	9.7	6	2.62	1	FALSE	296	65.08
07/09/10	VA	16	510	No	No	0	205.6	69	34.95	169.5	93	14.41	220.1	64	9.9	10.9	3	2.94	0	FALSE	226	59.26
07/10/10	MA	73	408	No	No	0	94.1	136	16	280.3	122	23.83	205	77	9.23	9.8	4	2.65	0	FALSE	335	49.06
07/11/10	ID	128	408	No	No	0	125.2	99	21.28	205.4	107	17.46	254.4	111	11.45	18.9	2	5.1	0	FALSE	317	50.19
07/12/10	MA	39	408	No	No	0	60.4	158	10.27	306.2	120	26.03	123.9	46	5.58	12.4	3	3.35	1	FALSE	324	41.88
07/13/10	GA	103	415	No	Yes	28	121	105	20.57	270.4	100	22.98	160.5	76	7.22	7.7	4	2.08	2	FALSE	281	50.77
07/14/10	RI	119	415	No	Yes	29	117.8	66	20.03	256.8	114	21.83	147.6	76	6.64	7.6	3	2.05	3	FALSE	256	48.5
07/15/10	ID	173	510	No	Yes	21	232.4	96	39.51	211.9	118	18.01	273	102	12.29	5	5	1.35	3	FALSE	316	69.81
07/16/10	SD	128	510	Yes	Yes	32	223.5	81	38	188.8	74	16.05	154.9	101	6.97	9.4	2	2.54	2	TRUE	256	61.02
07/17/10	MA	86	510	No	No	0	176.3	79	29.97	259.2	97	22.03	287.4	78	12.93	6.2	3	1.67	0	FALSE	254	64.93
07/18/10	WY	114	415	No	Yes	32	125.2	79	21.28	177.8	105	15.11	232.4	89	10.46	12.9	3	3.48	1	FALSE	273	46.85
07/19/10	VA	104	408	No	No	0	138.7	107	23.58	256.9	113	21.84	234.9	74	10.57	10	3	2.7	0	FALSE	294	55.99
07/20/10	OR	148	415	No	No	0	86.3	134	14.67	246.6	92	20.96	251.6	91	11.32	11.3	4	3.05	1	FALSE	317	46.95
07/21/10	VA	129	408	No	No	0	207	91	35.19	154.9	121	13.17	245.1	112	11.03	13.4	5	3.62	3	FALSE	324	59.39
07/22/10	ME	100	510	No	Yes	30	58.8	104	10	219.5	107	18.66	152.3	118	6.85	7.1	3	1.92	0	FALSE	329	35.51
07/23/10	AL	121	408	No	Yes	35	68.7	95	11.68	209.2	69	17.78	197.4	42	8.88	11.4	4	3.08	1	FALSE	206	38.34
07/24/10	GA	143	408	No	Yes	33	239.2	109	40.66	235.5	112	20.02	156.3	95	7.03	9.5	4	2.57	1	FALSE	316	67.71
07/25/10	IA	76	510	No	No	0	198.3	130	33.71	217.1	86	18.45	188.4	96	8.48	12.5	3	3.38	0	FALSE	312	60.64
07/26/10	AZ	158	510	No	No	0	205.2	97	34.88	240.6	77	20.45	79.7	108	3.59	14.4	12	3.89	0	FALSE	282	58.92
07/27/10	FL	116	510	No	No	0	192.1	98	32.66	312.9	135	26.6	130.2	94	5.86	7.9	2	2.13	3	FALSE	327	65.12
07/28/10	MT	54	415	No	No	0	272.6	83	46.34	248.7	74	21.14	197.4	111	8.88	9.5	2	2.57	1	TRUE	268	76.36
07/29/10	AL	86	415	No	No	0	128.3	121	21.81	197.1	93	16.75	138.4	152	6.23	12.2	5	3.29	7	TRUE	366	44.79
07/30/10	DE	108	510	No	No	0	169.6	99	28.83	264.1	87	22.45	206.3	78	9.28	9.3	4	2.51	0	FALSE	264	60.56
07/31/10	MT	66	510	No	No	0	201.3	95	34.22	152.8	66	12.99	233.2	101	10.49	7.5	4	2.03	1	FALSE	262	57.7
08/01/10	KY	151	408	No	Yes	17	214.7	97	36.5	138.5	90	11.77	169.1	44	7.61	8.6	4	2.32	1	FALSE	231	55.88
08/02/10	SC	99	510	No	No	0	169.2	70	28.76	271.5	77	23.08	170.2	104	7.66	10.6	2	2.86	0	FALSE	251	59.5
08/03/10	WA	55	415	No	No	0	194.1	121	33	176.6	110	15.01	302.8	136	13.63	7	7	1.89	2	FALSE	367	61.64
08/04/10	OR	77	510	No	No	0	233.8	104	39.75	266.5	94	22.65	212.7	104	9.57	7.6	3	2.05	2	FALSE	302	71.97
08/05/10	AK	78	408	No	No	0	225.1	67	38.27	199.2	127	16.93	175.5	102	7.9	14.6	2	3.94	0	FALSE	296	63.1
08/06/10	GA	89	415	No	No	0	213	63	36.21	176.6	71	15.01	262.6	126	11.82	9.1	1	2.46	1	TRUE	260	63.04
08/07/10	MN	101	415	No	No	0	183.9	115	31.26	255.9	101	21.75	275	145	12.38	10.8	11	2.92	1	FALSE	361	65.39
08/08/10	IL	44	415	No	Yes	34	221.8	105	37.71	161.7	85	13.74	227.7	62	10.25	14	7	3.78	0	FALSE	252	61.7
08/09/10	IN	98	408	No	Yes	21	64.6	98	10.98	176.1	86	14.97	244.8	84	11.02	0	0	0	2	FALSE	268	36.97
08/10/10	SC	64	510	No	Yes	37	154.6	92	26.28	83.4	103	7.09	165.9	99	7.47	13.3	3	3.59	1	FALSE	294	40.84
08/11/10	VA	141	415	No	No	0	260.2	131	44.23	179.2	120	15.23	135	119	6.08	7.2	8	1.94	3	FALSE	370	65.54
08/12/10	WI	81	415	No	Yes	33	161.6	117	27.47	123	90	10.46	261.3	101	11.76	12.2	5	3.29	1	FALSE	308	49.69
08/13/10	VT	162	510	No	No	0	220.6	117	37.5	155.2	121	13.19	186.7	89	8.4	10.5	11	2.84	1	FALSE	327	59.09
08/14/10	AZ	83	415	No	Yes	41	155.9	122	26.5	162.3	107	13.8	127.6	105	5.74	13.1	5	3.54	3	FALSE	334	46.04
08/15/10	FL	100	510	No	No	0	107	63	18.19	105.7	67	8.98	243.1	74	10.94	12.8	3	3.46	4	TRUE	204	38.11
08/16/10	AK	59	510	No	No	0	182.5	104	31.03	204.7	95	17.4	229.9	100	10.35	11.3	8	3.05	4	FALSE	299	58.78
08/17/10	AR	179	415	Yes	Yes	38	220.1	78	37.42	234.3	71	19.92	237.3	85	10.68	10.1	4	2.73	4	FALSE	234	68.02
08/18/10	AR	79	408	No	No	0	152.2	112	25.87	177.2	132	15.06	96.4	87	4.34	5.3	3	1.43	1	FALSE	331	45.27
08/19/10	AK	117	415	No	No	0	181.5	95	30.86	205.1	88	17.43	204	82	9.18	14.7	9	3.97	2	FALSE	265	57.47
08/20/10	MS	64	408	Yes	No	0	236.2	77	40.15	218.6	85	18.58	194.1	97	8.73	13.2	2	3.56	2	TRUE	259	67.46
08/21/10	ME	31	415	No	No	0	166.1	105	28.24	79.3	93	6.74	213.7	98	9.62	12.7	2	3.43	1	FALSE	296	44.6
08/22/10	CA	124	408	Yes	No	0	244.6	89	41.58	188.8	80	16.05	206	114	9.27	11.3	4	3.05	1	FALSE	283	66.9
08/23/10	NM	122	408	No	Yes	23	134.2	85	22.81	227.3	132	19.32	122.4	96	5.51	8.5	2	2.3	2	FALSE	313	47.64
08/24/10	NE	37	408	Yes	Yes	39	149.7	122	25.45	211.1	75	17.94	114.3	90	5.14	9.2	4	2.48	1	FALSE	287	48.53
08/25/10	SC	90	408	No	Yes	29	150.1	109	25.52	264.7	103	22.5	178.4	97	8.03	5.8	4	1.57	1	FALSE	309	56.05
08/26/10	CO	159	408	Yes	No	0	257.1	53	43.71	312.2	127	26.54	183	82	8.24	8.8	6	2.38	1	TRUE	262	78.49
08/27/10	DE	148	415	No	No	0	124.4	83	21.15	179.7	81	15.27	253	99	11.39	11.3	6	3.05	0	FALSE	263	47.81
08/28/10	OH	39	415	No	Yes	36	141.7	121	24.09	232.3	113	19.75	222.1	131	9.99	12	5	3.24	1	FALSE	365	53.83
08/29/10	MS	77	408	No	No	0	230	87	39.1	103.2	138	8.77	309.6	136	13.93	11.3	3	3.05	2	FALSE	361	61.8
08/30/10	OK	194	408	No	No	0	162.3	88	27.59	213.7	118	18.16	192.1	81	8.64	10.9	2	2.94	0	FALSE	287	54.39
08/31/10	CO	154	415	No	No	0	350.8	75	59.64	216.5	94	18.4	253.9	100	11.43	10.1	9	2.73	1	TRUE	269	89.47
09/01/10	NC	112	415	No	No	0	193.3	96	32.86	264.1	123	22.45	128.6	115	5.79	9.1	3	2.46	4	FALSE	334	61.1
09/02/10	MD	45	415	No	No	0	78.2	127	13.29	253.4	108	21.54	255	100	11.48	18	3	4.86	1	FALSE	335	46.31
09/03/10	KS	132	415	No	No	0	83.4	110	14.18	232.2	137	19.74	146.7	114	6.6	7.6	5	2.05	1	FALSE	361	40.52
09/04/10	MA	128	415	No	No	0	195.6	99	33.25	267.8	120	22.76	164.9	76	7.42	16	2	4.32	0	FALSE	295	63.43
09/05/10	NC	135	415	No	No	0	201.8	81	34.31	225	114	19.13	204.4	82	9.2	10.3	6	2.78	1	FALSE	277	62.64
09/06/10	NM	56	408	No	No	0	197	110	33.49	222.8	102	18.94	225.3	91	10.14	10.6	6	2.86	2	FALSE	303	62.57
09/07/10	CA	151	415	Yes	No	0	218	57	37.06	114.4	88	9.72	269.2	95	12.11	12.4	1	3.35	0	TRUE	240	58.89
09/08/10	NY	32	415	No	No	0	164.8	98	28.02	229.9	96	19.54	167.3	108	7.53	14.8	2	4	2	FALSE	302	55.09
09/09/10	AZ	90	415	No	No	0	179.2	77	30.46	210.7	99	17.91	276.9	58	12.46	9.2	6	2.48	2	FALSE	234	60.83
09/10/10	SD	87	415	No	Yes	21	214	113	36.38	180	114	15.3	134.5	82	6.05	10.6	5	2.86	0	FALSE	309	57.73
09/11/10	DC	138	415	No	No	0	170.5	87	28.99	118.2	116	10.05	187.9	111	8.46	11.2	7	3.02	2	FALSE	314	47.5
09/12/10	ND	79	408	No	No	0	205.7	123	34.97	214.5	108	18.23	226.1	106	10.17	6.7	18	1.81	1	FALSE	337	63.37
09/13/10	MO	95	415	Yes	No	0	165.5	84	28.14	286.2	112	24.33	198.9	89	8.95	11.5	2	3.11	1	TRUE	285	61.42
09/14/10	KS	127	415	No	No	0	221	100	37.57	160.7	113	13.66	233.1	96	10.49	6.8	4	1.84	2	FALSE	309	61.72
09/15/10	SD	137	510	No	No	0	242.1	118	41.16	191	93	16.24	218.6	50	9.84	14.7	2	3.97	3	FALSE	261	67.24
09/16/10	OK	97	415	No	No	0	151.6	107	25.77	155.4	96	13.21	240	112	10.8	14.7	4	3.97	1	FALSE	315	49.78
09/17/10	OR	149	415	Yes	No	0	176.2	87	29.95	145	81	12.33	249.5	92	11.23	5.7	4	1.54	0	FALSE	260	53.51
